DATETIME,FX
1994-05-27,0.73282
1994-05-30,0.734015
1994-05-31,0.735733
1994-06-01,0.737983
1994-06-02,0.738409
1994-06-03,0.737503
1994-06-06,0.735935
1994-06-07,0.734423
1994-06-08,0.734318
1994-06-09,0.734378
1994-06-10,0.734427
1994-06-13,0.735342
1994-06-14,0.7325
1994-06-15,0.730178
1994-06-16,0.729535
1994-06-17,0.731388
1994-06-20,0.736625
1994-06-21,0.73964
1994-06-22,0.742204
1994-06-23,0.73708
1994-06-24,0.732171
1994-06-27,0.725334
1994-06-28,0.72268
1994-06-29,0.723279
1994-06-30,0.727309
1994-07-01,0.729925
1994-07-04,0.730958
1994-07-05,0.729318
1994-07-06,0.726256
1994-07-07,0.728951
1994-07-08,0.729982
1994-07-11,0.73101
1994-07-12,0.734324
1994-07-13,0.736123
1994-07-14,0.735157
1994-07-15,0.735526
1994-07-18,0.733499
1994-07-19,0.732344
1994-07-20,0.734988
1994-07-21,0.736485
1994-07-22,0.737886
1994-07-25,0.741639
1994-07-26,0.743427
1994-07-27,0.741358
1994-07-28,0.738044
1994-07-29,0.738075
1994-08-01,0.737983
1994-08-02,0.736121
1994-08-03,0.733195
1994-08-04,0.731598
1994-08-05,0.737857
1994-08-08,0.741373
1994-08-09,0.74162
1994-08-10,0.74199
1994-08-11,0.744757
1994-08-12,0.743861
1994-08-15,0.741738
1994-08-16,0.741428
1994-08-17,0.741562
1994-08-18,0.740562
1994-08-19,0.739524
1994-08-22,0.737467
1994-08-23,0.736033
1994-08-24,0.738965
1994-08-25,0.741995
1994-08-26,0.742676
1994-08-29,0.743083
1994-08-30,0.743463
1994-08-31,0.743182
1994-09-01,0.742679
1994-09-02,0.742679
1994-09-05,0.740509
1994-09-06,0.74024
1994-09-07,0.741081
1994-09-08,0.743091
1994-09-09,0.744807
1994-09-12,0.743815
1994-09-13,0.743202
1994-09-14,0.74252
1994-09-15,0.742542
1994-09-16,0.743448
1994-09-19,0.743558
1994-09-20,0.743275
1994-09-21,0.740927
1994-09-22,0.737408
1994-09-23,0.737785
1994-09-26,0.73964
1994-09-27,0.73964
1994-09-28,0.740074
1994-09-29,0.739309
1994-09-30,0.739511
1994-10-03,0.740789
1994-10-04,0.739792
1994-10-05,0.739342
1994-10-06,0.739721
1994-10-07,0.738874
1994-10-10,0.738361
1994-10-11,0.737136
1994-10-12,0.736463
1994-10-13,0.736999
1994-10-14,0.736285
1994-10-17,0.736087
1994-10-18,0.736733
1994-10-19,0.736621
1994-10-20,0.735956
1994-10-21,0.733549
1994-10-24,0.735106
1994-10-25,0.736779
1994-10-26,0.738158
1994-10-27,0.74131
1994-10-28,0.742762
1994-10-31,0.742676
1994-11-01,0.741609
1994-11-02,0.74119
1994-11-03,0.742174
1994-11-04,0.744307
1994-11-07,0.750321
1994-11-08,0.750321
1994-11-09,0.753767
1994-11-10,0.754325
1994-11-11,0.753724
1994-11-14,0.752293
1994-11-15,0.752184
1994-11-16,0.751838
1994-11-17,0.752502
1994-11-18,0.754787
1994-11-21,0.758829
1994-11-22,0.762343
1994-11-23,0.76098
1994-11-24,0.759942
1994-11-25,0.759704
1994-11-28,0.761455
1994-11-29,0.763041
1994-11-30,0.766125
1994-12-01,0.767636
1994-12-02,0.768279
1994-12-05,0.769912
1994-12-06,0.77008
1994-12-07,0.769925
1994-12-08,0.769925
1994-12-09,0.771648
1994-12-12,0.773211
1994-12-13,0.774832
1994-12-14,0.776212
1994-12-15,0.777266
1994-12-16,0.777027
1994-12-19,0.776161
1994-12-20,0.775839
1994-12-21,0.775993
1994-12-22,0.775918
1994-12-23,0.776571
1994-12-26,0.777318
1994-12-27,0.777117
1994-12-28,0.777024
1994-12-29,0.777036
1994-12-30,0.776422
1995-01-02,0.775918
1995-01-03,0.772157
1995-01-04,0.769663
1995-01-05,0.769663
1995-01-06,0.768013
1995-01-09,0.764952
1995-01-10,0.764471
1995-01-11,0.767253
1995-01-12,0.769631
1995-01-13,0.764498
1995-01-16,0.759932
1995-01-17,0.760424
1995-01-18,0.760055
1995-01-19,0.763078
1995-01-20,0.767371
1995-01-23,0.768907
1995-01-24,0.770057
1995-01-25,0.769792
1995-01-26,0.767
1995-01-27,0.763432
1995-01-30,0.760519
1995-01-31,0.758369
1995-02-01,0.758369
1995-02-02,0.758337
1995-02-03,0.755472
1995-02-06,0.752276
1995-02-07,0.748309
1995-02-08,0.745934
1995-02-09,0.743835
1995-02-10,0.743631
1995-02-13,0.74531
1995-02-14,0.744707
1995-02-15,0.745497
1995-02-16,0.7455
1995-02-17,0.74029
1995-02-20,0.737574
1995-02-21,0.740254
1995-02-22,0.740729
1995-02-23,0.738988
1995-02-24,0.737913
1995-02-27,0.738969
1995-02-28,0.7391
1995-03-01,0.737517
1995-03-02,0.736434
1995-03-03,0.737497
1995-03-06,0.737331
1995-03-07,0.737827
1995-03-08,0.739078
1995-03-09,0.740606
1995-03-10,0.741673
1995-03-13,0.744421
1995-03-14,0.744421
1995-03-15,0.746116
1995-03-16,0.746116
1995-03-17,0.743596
1995-03-20,0.73241
1995-03-21,0.726469
1995-03-22,0.727093
1995-03-23,0.726143
1995-03-24,0.726496
1995-03-27,0.727139
1995-03-28,0.726977
1995-03-29,0.726961
1995-03-30,0.726486
1995-03-31,0.727745
1995-04-03,0.731787
1995-04-04,0.733837
1995-04-05,0.737247
1995-04-06,0.739489
1995-04-07,0.73916
1995-04-10,0.739656
1995-04-11,0.73965
1995-04-12,0.741507
1995-04-13,0.742278
1995-04-14,0.74101
1995-04-17,0.742088
1995-04-18,0.743317
1995-04-19,0.740138
1995-04-20,0.736382
1995-04-21,0.734137
1995-04-24,0.72873
1995-04-25,0.727107
1995-04-26,0.727736
1995-04-27,0.727513
1995-04-28,0.728529
1995-05-01,0.728814
1995-05-02,0.728723
1995-05-03,0.730031
1995-05-04,0.7345
1995-05-05,0.740162
1995-05-08,0.741481
1995-05-09,0.737641
1995-05-10,0.731059
1995-05-11,0.729347
1995-05-12,0.73505
1995-05-15,0.735886
1995-05-16,0.732532
1995-05-17,0.730867
1995-05-18,0.729491
1995-05-19,0.722655
1995-05-22,0.718492
1995-05-23,0.718482
1995-05-24,0.71923
1995-05-25,0.718798
1995-05-26,0.720513
1995-05-29,0.720021
1995-05-30,0.720419
1995-05-31,0.719125
1995-06-01,0.71642
1995-06-02,0.71589
1995-06-05,0.715266
1995-06-06,0.717542
1995-06-07,0.719755
1995-06-08,0.720665
1995-06-09,0.720445
1995-06-12,0.719189
1995-06-13,0.718974
1995-06-14,0.720441
1995-06-15,0.722414
1995-06-16,0.725792
1995-06-19,0.726898
1995-06-20,0.72514
1995-06-21,0.724587
1995-06-22,0.724126
1995-06-23,0.721508
1995-06-26,0.72068
1995-06-27,0.719504
1995-06-28,0.716461
1995-06-29,0.715282
1995-06-30,0.712386
1995-07-03,0.710412
1995-07-04,0.710237
1995-07-05,0.710707
1995-07-06,0.711241
1995-07-07,0.713327
1995-07-10,0.71498
1995-07-11,0.716503
1995-07-12,0.720307
1995-07-13,0.728602
1995-07-14,0.731633
1995-07-17,0.732094
1995-07-18,0.732094
1995-07-19,0.732427
1995-07-20,0.732957
1995-07-21,0.734424
1995-07-24,0.736069
1995-07-25,0.737827
1995-07-26,0.738186
1995-07-27,0.736736
1995-07-28,0.735524
1995-07-31,0.737531
1995-08-01,0.740098
1995-08-02,0.741051
1995-08-03,0.740009
1995-08-04,0.738054
1995-08-07,0.740182
1995-08-08,0.743157
1995-08-09,0.74297
1995-08-10,0.741267
1995-08-11,0.742477
1995-08-14,0.742411
1995-08-15,0.739517
1995-08-16,0.735164
1995-08-17,0.733139
1995-08-18,0.734674
1995-08-21,0.736869
1995-08-22,0.73838
1995-08-23,0.740063
1995-08-24,0.740506
1995-08-25,0.742275
1995-08-28,0.74336
1995-08-29,0.747116
1995-08-30,0.751985
1995-08-31,0.753037
1995-09-01,0.751044
1995-09-04,0.750125
1995-09-05,0.750761
1995-09-06,0.751351
1995-09-07,0.751351
1995-09-08,0.752286
1995-09-11,0.752476
1995-09-12,0.756321
1995-09-13,0.762024
1995-09-14,0.762312
1995-09-15,0.760999
1995-09-18,0.757836
1995-09-19,0.758214
1995-09-20,0.758255
1995-09-21,0.756151
1995-09-22,0.751205
1995-09-25,0.749221
1995-09-26,0.749716
1995-09-27,0.749452
1995-09-28,0.751563
1995-09-29,0.754316
1995-10-02,0.759083
1995-10-03,0.763921
1995-10-04,0.765629
1995-10-05,0.76234
1995-10-06,0.760627
1995-10-09,0.762886
1995-10-10,0.761255
