DATE_TIME,current_contract,next_contract,carry_contract
2021-03-01,20210300,20210400,20210200
2021-03-22,20210400,20210500,20210300
2021-04-21,20210500,20210600,20210400
2021-05-21,20210600,20210700,20210500
2021-06-21,20210700,20210800,20210600
2021-07-22,20210800,20210900,20210700
2021-08-23,20210900,20211000,20210800
2021-09-21,20211000,20211100,20210900
2021-10-22,20211100,20211200,20211000
2021-11-22,20211200,20220100,20211100
2021-12-22,20220100,20220200,20211200
2022-01-21,20220200,20220300,20220100
2022-02-18,20220300,20220400,20220200
2022-03-22,20220400,20220500,20220300
2022-04-21,20220500,20220600,20220400
2022-05-23,20220600,20220700,20220500
2022-06-21,20220700,20220800,20220600
2022-07-22,20220800,20220900,20220700
2022-08-22,20220900,20221000,20220800
2022-09-21,20221000,20221100,20220900
2022-10-21,20221100,20221200,20221000
2022-11-21,20221200,20230100,20221100
2022-12-22,20230100,20230200,20221200
2023-01-23,20230200,20230300,20230100
2023-02-20,20230300,20230400,20230200
2023-03-22,20230400,20230500,20230300
2023-04-21,20230500,20230600,20230400
