DATETIME,NEARER,TRADED,NEAR_MONTH,TRADE_MONTH
2013-03-22,,7652.0,201403.0,201312.0
2013-03-25,,,,
2013-03-26,,,,
2013-03-27,,,,
2013-03-28,,,,
2013-03-29,,,,
2013-04-01,,,,
2013-04-02,,,,
2013-04-03,,,,
2013-04-04,,,,
2013-04-05,,,,
2013-04-08,,,,
2013-04-09,,7603.0,201403.0,201312.0
2013-04-10,,,,
2013-04-11,,,,
2013-04-12,,,,
2013-04-15,,,,
2013-04-16,,,,
2013-04-17,,7585.0,201403.0,201312.0
2013-04-18,,,,
2013-04-19,,,,
2013-04-22,,,,
2013-04-23,,,,
2013-04-24,,,,
2013-04-25,,,,
2013-04-26,,,,
2013-04-29,,7849.0,201403.0,201312.0
2013-04-30,,,,
2013-05-01,,,,
2013-05-02,,,,
2013-05-03,,7935.0,201403.0,201312.0
2013-05-06,,,,
2013-05-07,,7977.0,201403.0,201312.0
2013-05-08,,8092.0,201403.0,201312.0
2013-05-09,,,,
2013-05-10,,,,
2013-05-13,,,,
2013-05-14,,,,
2013-05-15,,8273.0,201403.0,201312.0
2013-05-16,,,,
2013-05-17,,8234.0,201403.0,201312.0
2013-05-20,,,,
2013-05-21,,8273.0,201403.0,201312.0
2013-05-22,,8304.0,201403.0,201312.0
2013-05-23,,,,
2013-05-24,,,,
2013-05-27,,,,
2013-05-28,,8220.0,201403.0,201312.0
2013-05-29,,8072.0,201403.0,201312.0
2013-05-30,,8024.0,201403.0,201312.0
2013-05-31,,,,
2013-06-03,,7871.0,201403.0,201312.0
2013-06-04,,7804.0,201403.0,201312.0
2013-06-05,,7733.0,201403.0,201312.0
2013-06-06,,7720.0,201403.0,201312.0
2013-06-07,,,,
2013-06-10,,,,
2013-06-11,,,,
2013-06-12,,,,
2013-06-13,,,,
2013-06-14,,,,
2013-06-17,,7720.0,201403.0,201312.0
2013-06-18,,,,
2013-06-19,,,,
2013-06-20,,7639.0,201403.0,201312.0
2013-06-21,,7416.0,201403.0,201312.0
2013-06-24,,7250.0,201403.0,201312.0
2013-06-25,,7395.0,201403.0,201312.0
2013-06-26,,7551.0,201403.0,201312.0
2013-06-27,,7658.0,201403.0,201312.0
2013-06-28,,7639.0,201403.0,201312.0
2013-07-01,,7727.0,201403.0,201312.0
2013-07-02,,,,
2013-07-03,,,,
2013-07-04,,7805.0,201403.0,201312.0
2013-07-05,,7780.0,201403.0,201312.0
2013-07-08,,7852.0,201403.0,201312.0
2013-07-09,,7930.0,201403.0,201312.0
2013-07-10,,7922.0,201403.0,201312.0
2013-07-11,,7990.0,201403.0,201312.0
2013-07-12,,,,
2013-07-15,,7992.0,201403.0,201312.0
2013-07-16,,7925.0,201403.0,201312.0
2013-07-17,,7937.0,201403.0,201312.0
2013-07-18,,,,
2013-07-19,,7924.0,201403.0,201312.0
2013-07-22,,7925.0,201403.0,201312.0
2013-07-23,,7912.0,201403.0,201312.0
2013-07-24,,7912.0,201403.0,201312.0
2013-07-25,,7870.0,201403.0,201312.0
2013-07-26,,7800.0,201403.0,201312.0
2013-07-29,,7805.0,201403.0,201312.0
2013-07-30,,7813.0,201403.0,201312.0
2013-07-31,,7832.0,201403.0,201312.0
2013-08-01,,,,
2013-08-02,,7955.0,201403.0,201312.0
2013-08-05,,,,
2013-08-06,,8006.0,201403.0,201312.0
