DATETIME,NEARER,TRADED,NEAR_MONTH,TRADE_MONTH
2003-06-23,182.55,181.8,200406.0,200403.0
2003-06-24,180.7,179.95,200406.0,200403.0
2003-06-25,184.65,183.9,200406.0,200403.0
2003-06-26,180.95,180.2,200406.0,200403.0
2003-06-27,178.75,178.0,200406.0,200403.0
2003-06-30,183.6,182.85,200406.0,200403.0
2003-07-01,191.0,190.25,200406.0,200403.0
2003-07-02,189.45,188.7,200406.0,200403.0
2003-07-03,190.25,189.5,200406.0,200403.0
2003-07-04,,,,
2003-07-07,185.25,184.5,200406.0,200403.0
2003-07-08,181.5,180.75,200406.0,200403.0
2003-07-09,175.4,174.65,200406.0,200403.0
2003-07-10,178.25,177.5,200406.0,200403.0
2003-07-11,178.0,177.25,200406.0,200403.0
2003-07-14,178.75,178.0,200406.0,200403.0
2003-07-15,177.0,176.25,200406.0,200403.0
2003-07-16,174.25,173.5,200406.0,200403.0
2003-07-17,171.05,170.3,200406.0,200403.0
2003-07-18,170.25,169.5,200406.0,200403.0
2003-07-21,169.95,169.2,200406.0,200403.0
2003-07-22,167.95,167.2,200406.0,200403.0
2003-07-23,169.5,168.75,200406.0,200403.0
2003-07-24,171.0,170.25,200406.0,200403.0
2003-07-25,169.5,168.75,200406.0,200403.0
2003-07-28,175.0,174.25,200406.0,200403.0
2003-07-29,180.6,179.85,200406.0,200403.0
2003-07-30,179.25,178.5,200406.0,200403.0
2003-07-31,184.25,183.5,200406.0,200403.0
2003-08-01,187.5,186.75,200406.0,200403.0
2003-08-04,185.6,184.85,200406.0,200403.0
2003-08-05,180.5,179.75,200406.0,200403.0
2003-08-06,179.9,179.15,200406.0,200403.0
2003-08-07,182.15,181.4,200406.0,200403.0
2003-08-08,180.95,180.2,200406.0,200403.0
2003-08-11,184.55,183.8,200406.0,200403.0
2003-08-12,177.7,177.2,200406.0,200403.0
2003-08-13,174.25,173.75,200406.0,200403.0
2003-08-14,180.75,180.25,200406.0,200403.0
2003-08-15,183.4,182.9,200406.0,200403.0
2003-08-18,181.75,181.25,200406.0,200403.0
2003-08-19,181.8,181.3,200406.0,200403.0
2003-08-20,188.15,187.65,200406.0,200403.0
2003-08-21,187.8,187.3,200406.0,200403.0
2003-08-22,195.85,195.35,200406.0,200403.0
2003-08-25,200.0,199.5,200406.0,200403.0
2003-08-26,208.5,208.0,200406.0,200403.0
2003-08-27,208.8,208.3,200406.0,200403.0
2003-08-28,206.0,205.5,200406.0,200403.0
2003-08-29,204.9,204.4,200406.0,200403.0
2003-09-01,,,,
2003-09-02,202.85,202.35,200406.0,200403.0
2003-09-03,203.4,202.9,200406.0,200403.0
2003-09-04,209.15,208.65,200406.0,200403.0
2003-09-05,223.0,222.5,200406.0,200403.0
2003-09-08,233.55,233.05,200406.0,200403.0
2003-09-09,233.7,233.2,200406.0,200403.0
2003-09-10,221.65,221.15,200406.0,200403.0
2003-09-11,219.9,219.4,200406.0,200403.0
2003-09-12,216.0,215.5,200406.0,200403.0
2003-09-15,208.05,207.55,200406.0,200403.0
2003-09-16,223.45,222.95,200406.0,200403.0
2003-09-17,218.0,217.5,200406.0,200403.0
2003-09-18,217.25,216.75,200406.0,200403.0
2003-09-19,223.5,223.0,200406.0,200403.0
2003-09-22,220.5,220.0,200406.0,200403.0
2003-09-23,218.5,218.0,200406.0,200403.0
2003-09-24,223.0,222.5,200406.0,200403.0
2003-09-25,218.6,218.1,200406.0,200403.0
2003-09-26,212.05,211.55,200406.0,200403.0
2003-09-29,209.1,208.6,200406.0,200403.0
2003-09-30,215.65,215.15,200406.0,200403.0
2003-10-01,214.3,213.8,200406.0,200403.0
2003-10-02,212.6,212.1,200406.0,200403.0
2003-10-03,210.7,210.2,200406.0,200403.0
2003-10-06,211.25,210.75,200406.0,200403.0
2003-10-07,206.05,205.55,200406.0,200403.0
