DATETIME,NEARER,TRADED,NEAR_MONTH,TRADE_MONTH
2013-08-14,,4117.5,201311.0,201310.0
2013-08-15,,4089.0,201311.0,201310.0
2013-08-16,,4114.5,201311.0,201310.0
2013-08-19,,4084.5,201311.0,201310.0
2013-08-20,,4029.5,201311.0,201310.0
2013-08-21,,4036.5,201311.0,201310.0
2013-08-22,,4060.0,201311.0,201310.0
2013-08-23,,4073.0,201311.0,201310.0
2013-08-26,,4050.0,201311.0,201310.0
2013-08-27,,3951.5,201311.0,201310.0
2013-08-28,,3953.0,201311.0,201310.0
2013-08-29,,3972.5,201311.0,201310.0
2013-08-30,,3928.5,201311.0,201310.0
2013-09-02,,3992.0,201311.0,201310.0
2013-09-03,,3971.0,201311.0,201310.0
2013-09-04,,3970.0,201311.0,201310.0
2013-09-05,,4002.5,201311.0,201310.0
2013-09-06,4020.0,4033.0,201311.0,201310.0
2013-09-09,,4042.5,201311.0,201310.0
2013-09-10,,4111.0,201311.0,201310.0
2013-09-11,,4120.0,201311.0,201310.0
2013-09-12,,4105.0,201311.0,201310.0
2013-09-13,,4116.0,201311.0,201310.0
2013-09-16,,4140.5,201311.0,201310.0
2013-09-17,,4149.0,201311.0,201310.0
2013-09-18,4214.0,4224.0,201311.0,201310.0
2013-09-19,4190.0,4198.0,201311.0,201310.0
2013-09-20,4183.5,4188.0,201311.0,201310.0
2013-09-23,4173.0,4178.0,201311.0,201310.0
2013-09-24,4183.0,4191.0,201311.0,201310.0
2013-09-25,4179.0,4186.0,201311.0,201310.0
2013-09-26,4186.0,4196.5,201311.0,201310.0
2013-09-27,4187.0,4189.5,201311.0,201310.0
2013-09-30,4136.0,4144.0,201311.0,201310.0
2013-10-01,4188.0,4192.5,201311.0,201310.0
2013-10-02,4158.0,4169.5,201311.0,201310.0
2013-10-03,4116.0,4123.0,201311.0,201310.0
2013-10-04,4165.5,4167.5,201311.0,201310.0
2013-10-07,4147.5,4154.0,201311.0,201310.0
2013-10-08,4115.0,4119.5,201311.0,201310.0
2013-10-09,4128.5,4137.0,201311.0,201310.0
2013-10-10,4228.0,4235.0,201311.0,201310.0
2013-10-11,4221.0,4230.0,201311.0,201310.0
2013-10-14,4230.0,4238.5,201311.0,201310.0
2013-10-15,4232.5,4238.0,201311.0,201310.0
2013-10-16,4239.0,4246.0,201311.0,201310.0
2013-10-17,4243.0,4249.5,201311.0,201310.0
2013-10-18,4271.0,4278.5,201312.0,201311.0
2013-10-21,4259.0,4269.0,201312.0,201311.0
2013-10-22,4276.5,4285.0,201312.0,201311.0
2013-10-23,4248.5,4258.5,201312.0,201311.0
2013-10-24,4254.5,4264.5,201312.0,201311.0
2013-10-25,4256.0,4266.5,201312.0,201311.0
2013-10-28,4238.5,4249.0,201312.0,201311.0
